"time","tcol_co","anomaly_co"
201408,1.82157e+18,-1.09708e+17
201409,2.14897e+18,-3.22366e+17
201410,2.17671e+18,-1.87747e+17
201411,1.82232e+18,-1.05606e+17
201412,1.60408e+18,-1.20653e+17
201501,1.68176e+18,7.27816e+16
201502,1.53185e+18,-3.89664e+16
201503,1.48267e+18,-5.40826e+16
201504,1.52496e+18,2.8822e+16
201505,1.46894e+18,-1.16664e+16
201506,1.45624e+18,-5.70031e+16
201507,1.53694e+18,-5.25604e+16
201508,1.83337e+18,-9.79001e+16
201509,2.36638e+18,-1.0495e+17
201510,2.60481e+18,2.40357e+17
201511,2.37962e+18,4.51687e+17
201512,2.28849e+18,5.63753e+17
201601,1.80754e+18,1.98558e+17
201602,1.85558e+18,2.8477e+17
201603,1.61351e+18,7.67588e+16
201604,1.60268e+18,1.0654e+17
201605,1.547e+18,6.63987e+16
201606,1.56384e+18,5.05892e+16
201607,1.62575e+18,3.62554e+16
201608,1.90849e+18,-2.27868e+16
201609,2.24565e+18,-2.25685e+17
201610,2.12946e+18,-2.34999e+17
201611,1.82547e+18,-1.02458e+17
201612,1.60565e+18,-1.19083e+17
