"time","anomaly"
19841114,-0.265,
19841121,0.375429,
19841128,-0.341143,
19841205,-0.679143,
19841212,-1.713,
19841219,-2.08586,
19841226,-1.38422,
19850104,-1.24857,
19850111,-1.274,
19850118,-0.406857,
19850125,-0.276429,
19850201,-0.733571,
19850208,-0.414143,
19850215,1.07671,
19850222,0.445286,
19850301,0.283,
19850308,0.512143,
19850315,-0.0787143,
19850322,-1.20771,
19850329,0.173571,
19850405,0.0662857,
19850412,0.413571,
19850419,0.323286,
19850426,-0.694857,
19850503,0.157714,
19850510,-0.542429,
19850517,0.242857,
19850524,-0.353429,
19850531,0.397714,
19850607,0.0384286,
19850614,-0.865714,
19850621,-1.15657,
19850628,0.735571,
19850705,2.06929,
19850712,1.37714,
19850719,2.41557,
19850726,1.80157,
19850802,0.506714,
19850809,0.206857,
19850816,0.761571,
19850823,0.285714,
19850830,1.24157,
19850906,0.400429,
19850913,1.731,
19850920,2.42343,
19850927,1.359,
19851004,0.232,
19851011,1.20943,
19851018,1.32143,
19851025,-0.466571,
19851101,-0.247571,
19851108,-0.369143,
19851115,2.24057,
19851122,1.55329,
19851129,1.22329,
19851206,1.57457,
19851213,1.10257,
19851220,1.45671,
19851227,0.809625,
19860104,-0.0924286,
19860111,-0.87,
19860118,0.381143,
19860125,0.824857,
19860201,0.810143,
19860208,-1.83243,
19860215,-1.386,
19860222,-2.37014,
19860301,-1.83871,
19860308,-0.948714,
19860315,-1.71129,
19860322,-0.573286,
19860329,1.02971,
19860405,-0.0554286,
19860412,-0.831143,
19860419,0.144571,
19860426,0.256714,
19860503,-1.17986,
19860510,-3.05743,
19860517,-2.09257,
19860524,-1.56571,
19860531,0.495571,
19860607,0.206714,
19860614,-1.95043,
19860621,-0.449714,
19860628,-0.973,
19860705,1.153,
19860712,0.377429,
19860719,-0.726286,
19860726,-0.214571,
19860802,-0.271857,
19860809,-0.139571,
19860816,0.137857,
19860823,-0.152714,
19860830,-0.335571,
19860906,0.878429,
19860913,-0.736286,
19860920,1.73914,
19860927,1.501,
19861004,0.629429,
19861011,0.860714,
19861018,0.0531429,
19861025,-0.246286,
19861101,0.497,
19861108,-0.833,
19861115,-0.591857,
19861122,0.0314286,
19861129,0.0371429,
19861206,0.643857,
19861213,0.0204286,
19861220,1.39471,
19861227,1.43613,
19870104,1.43443,
19870111,0.151714,
19870118,-2.07714,
19870125,-2.41043,
19870201,-2.97386,
19870208,-1.99186,
19870215,0.732143,
19870222,0.208143,
19870301,0.733286,
19870308,0.572857,
19870315,0.0958571,
19870322,-0.741429,
19870329,-1.29786,
19870405,-1.23986,
19870412,-0.140857,
19870419,0.813857,
19870426,-0.340714,
19870503,-0.167714,
19870510,-0.136571,
19870517,-1.01757,
19870524,0.536286,
19870531,0.447571,
19870607,-1.909,
19870614,0.679429,
19870621,-0.108857,
19870628,-1.37229,
19870705,-1.47586,
19870712,-2.56157,
19870719,-0.638714,
19870726,-1.24371,
19870802,0.166571,
19870809,1.44843,
19870816,1.137,
19870823,1.64614,
19870830,2.08614,
19870906,0.266286,
19870913,-2.43886,
19870920,-0.84,
19870927,-0.896,
19871004,-0.637857,
19871011,-0.245571,
19871018,1.445,
19871025,0.769,
19871101,1.15429,
19871108,1.198,
19871115,1.77386,
19871122,0.778,
19871129,0.0894286,
19871206,-0.142714,
19871213,-0.0502857,
19871220,0.816143,
19871227,0.44575,
19880104,0.0918571,
